DataProyectoMineria_Sexo,DataProyectoMineria_Zona,DataProyectoMineria_Departamento,DataProyectoMineria_Etario,DataProyectoMineria_Grupo,DataProyectoMineria_No_carente,DataProyectoMineria_Valor,DataProyectoMineria_Total,DataProyectoMineria_Proporción,DataProyectoMineria_Variable,DataProyectoMineria_ID,DataProyectoMineria_Nombre_dpto
Mujer,Rural,27,Mayor,Retornada,0,45.907269,45.907269,1,Sin sanitario,5241,Chocó
Mujer,Rural,27,Mayor,Retornada,45.907269,0,45.907269,0,Hacinamiento,1001,Chocó
Mujer,Rural,27,Mayor,Retornada,45.907269,0,45.907269,0,Sin combustible adecuado para cocinar,467,Chocó
Mujer,Rural,27,Mayor,Retornada,45.907269,0,45.907269,0,Sin electricidad,5775,Chocó
Mujer,Rural,27,Mayor,Retornada,45.907269,0,45.907269,0,Sin espacio exclusivo para la cocina,3639,Chocó
Mujer,Rural,27,Mayor,Retornada,45.907269,0,45.907269,0,Sin pisos duraderos,6309,Chocó
Mujer,Rural,27,Mayor,Retornada,45.907269,0,45.907269,0,Sin refrigerador,4707,Chocó
Mujer,Rural,27,Mayor,Venezolana,0,207.14285,207.14285,1,Sin alcantarillado,3106,Chocó
Mujer,Rural,27,Mayor,Venezolana,0,207.14285,207.14285,1,Sin internet,4174,Chocó
Mujer,Rural,27,Mayor,Venezolana,83.261269,123.88158,207.14285,0.598049027518932,Hacinamiento,1002,Chocó
Mujer,Rural,27,Mayor,Venezolana,83.261269,123.88158,207.14285,0.598049027518932,Sin combustible adecuado para cocinar,468,Chocó
Mujer,Rural,27,Mayor,Venezolana,83.261269,123.88158,207.14285,0.598049027518932,Sin espacio exclusivo para la cocina,3640,Chocó
Mujer,Rural,27,Mayor,Venezolana,83.261269,123.88158,207.14285,0.598049027518932,Sin refrigerador,4708,Chocó
Mujer,Rural,27,Mayor,Venezolana,123.88158,0,123.88158,0,Sin suministro continuo de agua,2579,Chocó
Mujer,Rural,27,Mayor,Venezolana,123.88158,83.261269,207.14285,0.401950967653482,Sin acueducto,2070,Chocó
Mujer,Rural,27,Mayor,Venezolana,123.88158,83.261269,207.14285,0.401950967653482,Sin pisos duraderos,6310,Chocó
Mujer,Rural,27,Mayor,Venezolana,123.88158,83.261269,207.14285,0.401950967653482,Sin recogida de basuras,1536,Chocó
Mujer,Rural,27,Mayor,Venezolana,207.14285,0,207.14285,0,Sin electricidad,5776,Chocó
Mujer,Rural,27,Mayor,Venezolana,207.14285,0,207.14285,0,Sin paredes duraderas,6844,Chocó
Mujer,Rural,27,Mayor,Venezolana,207.14285,0,207.14285,0,Sin sanitario,5242,Chocó
Mujer,Rural,27,Menor,Colombiana,242.87489,84.090164,326.96505,0.257183952841443,Sin empleo,7307,Chocó
Mujer,Rural,27,Menor,Colombiana,1480.914,104775.4,106256.3,0.986062944032495,Sin internet,4170,Chocó
Mujer,Rural,27,Menor,Colombiana,6368.225,99888.075,106256.3,0.940067318361358,Sin alcantarillado,3102,Chocó
Mujer,Rural,27,Menor,Colombiana,17482.59,13019.08,30501.67,0.426831711181716,Sin suministro continuo de agua,2577,Chocó
Mujer,Rural,27,Menor,Colombiana,19547.01,86709.29,106256.3,0.816039048978743,Sin recogida de basuras,1532,Chocó
Mujer,Rural,27,Menor,Colombiana,28310,77946.3,106256.3,0.733568738983006,Sin sanitario,5238,Chocó
Mujer,Rural,27,Menor,Colombiana,30501.67,75754.63,106256.3,0.712942479645913,Sin acueducto,2066,Chocó
Mujer,Rural,27,Menor,Colombiana,45966.84,60289.46,106256.3,0.567396568485822,Hacinamiento,998,Chocó
Mujer,Rural,27,Menor,Colombiana,49118.649,57137.65,106256.3,0.537734233170174,Sin combustible adecuado para cocinar,464,Chocó
Mujer,Rural,27,Menor,Colombiana,52903.65,53352.65,106256.3,0.502112815898916,Sin refrigerador,4704,Chocó
Mujer,Rural,27,Menor,Colombiana,65639.57,40616.73,106256.3,0.382252440561171,Sin espacio exclusivo para la cocina,3636,Chocó
Mujer,Rural,27,Menor,Colombiana,93309.46,12946.84,106256.3,0.121845387049991,Sin electricidad,5772,Chocó
Mujer,Rural,27,Menor,Colombiana,101658.2,4598.092,106256.3,0.0432735941304186,Sin pisos duraderos,6306,Chocó
Mujer,Rural,27,Menor,Colombiana,102435.3,3820.985,106256.3,0.0359600795435188,Sin paredes duraderas,6840,Chocó
Mujer,Rural,27,Menor,Venezolana,0,45.907269,45.907269,1,Sin acueducto,2067,Chocó
Mujer,Rural,27,Menor,Venezolana,0,45.907269,45.907269,1,Sin alcantarillado,3103,Chocó
Mujer,Rural,27,Menor,Venezolana,0,45.907269,45.907269,1,Sin internet,4171,Chocó
Mujer,Rural,27,Menor,Venezolana,0,45.907269,45.907269,1,Sin paredes duraderas,6841,Chocó
Mujer,Rural,27,Menor,Venezolana,0,45.907269,45.907269,1,Sin recogida de basuras,1533,Chocó
Mujer,Rural,27,Menor,Venezolana,0,45.907269,45.907269,1,Sin sanitario,5239,Chocó
Mujer,Rural,27,Menor,Venezolana,45.907269,0,45.907269,0,Hacinamiento,999,Chocó
Mujer,Rural,27,Menor,Venezolana,45.907269,0,45.907269,0,Sin combustible adecuado para cocinar,465,Chocó
Mujer,Rural,27,Menor,Venezolana,45.907269,0,45.907269,0,Sin electricidad,5773,Chocó
Mujer,Rural,27,Menor,Venezolana,45.907269,0,45.907269,0,Sin espacio exclusivo para la cocina,3637,Chocó
Mujer,Rural,27,Menor,Venezolana,45.907269,0,45.907269,0,Sin pisos duraderos,6307,Chocó
Mujer,Rural,27,Menor,Venezolana,45.907269,0,45.907269,0,Sin refrigerador,4705,Chocó
Mujer,Rural,41,Mayor,Colombiana,9063.069,101518.3,110581.4,0.918041370429385,Sin internet,4177,Huila
Mujer,Rural,41,Mayor,Colombiana,19845.88,90735.51,110581.4,0.820531391355147,Sin alcantarillado,3109,Huila
Mujer,Rural,41,Mayor,Colombiana,25714.23,84867.16,110581.4,0.767463244270736,Sin recogida de basuras,1539,Huila
Mujer,Rural,41,Mayor,Colombiana,42854.21,3640.658,46494.867,0.0783023640007401,Sin empleo,7310,Huila
Mujer,Rural,41,Mayor,Colombiana,44651.12,65930.27,110581.4,0.596214824554582,Sin combustible adecuado para cocinar,471,Huila
Mujer,Rural,41,Mayor,Colombiana,61504.811,19092.32,80597.13,0.236885854372234,Sin suministro continuo de agua,2582,Huila
Mujer,Rural,41,Mayor,Colombiana,68699.47,41881.914,110581.4,0.378742844637525,Sin paredes duraderas,6847,Huila
Mujer,Rural,41,Mayor,Colombiana,80597.13,29984.26,110581.4,0.271151025398485,Sin acueducto,2073,Huila
Mujer,Rural,41,Mayor,Colombiana,82511.52,28069.869,110581.4,0.253838972919496,Hacinamiento,1005,Huila
Mujer,Rural,41,Mayor,Colombiana,87730.611,22850.78,110581.4,0.206642165861528,Sin refrigerador,4711,Huila
Mujer,Rural,41,Mayor,Colombiana,92874.75,17706.64,110581.4,0.1601231310148,Sin sanitario,5245,Huila
Mujer,Rural,41,Mayor,Colombiana,99912.414,10668.97,110581.4,0.0964806920512853,Sin pisos duraderos,6313,Huila
Mujer,Rural,41,Mayor,Colombiana,100769.1,9812.338,110581.4,0.0887340728187561,Sin espacio exclusivo para la cocina,3643,Huila
Mujer,Rural,41,Mayor,Colombiana,108751.5,1829.875,110581.4,0.0165477648139741,Sin electricidad,5779,Huila
Mujer,Rural,41,Mayor,Retornada,0,123.01002,123.01002,1,Sin alcantarillado,3110,Huila
Mujer,Rural,41,Mayor,Retornada,0,123.01002,123.01002,1,Sin combustible adecuado para cocinar,472,Huila
Mujer,Rural,41,Mayor,Retornada,0,123.01002,123.01002,1,Sin internet,4178,Huila
Mujer,Rural,41,Mayor,Retornada,0,123.01002,123.01002,1,Sin pisos duraderos,6314,Huila
Mujer,Rural,41,Mayor,Retornada,123.01002,0,123.01002,0,Hacinamiento,1006,Huila
Mujer,Rural,41,Mayor,Retornada,123.01002,0,123.01002,0,Sin acueducto,2074,Huila
Mujer,Rural,41,Mayor,Retornada,123.01002,0,123.01002,0,Sin electricidad,5780,Huila
Mujer,Rural,41,Mayor,Retornada,123.01002,0,123.01002,0,Sin empleo,7311,Huila
Mujer,Rural,41,Mayor,Retornada,123.01002,0,123.01002,0,Sin espacio exclusivo para la cocina,3644,Huila
Mujer,Rural,41,Mayor,Retornada,123.01002,0,123.01002,0,Sin paredes duraderas,6848,Huila
Mujer,Rural,41,Mayor,Retornada,123.01002,0,123.01002,0,Sin recogida de basuras,1540,Huila
Mujer,Rural,41,Mayor,Retornada,123.01002,0,123.01002,0,Sin refrigerador,4712,Huila
Mujer,Rural,41,Mayor,Retornada,123.01002,0,123.01002,0,Sin sanitario,5246,Huila
Mujer,Rural,41,Mayor,Retornada,123.01002,0,123.01002,0,Sin suministro continuo de agua,2583,Huila
Mujer,Rural,41,Mayor,Venezolana,0,259.88768,259.88768,1,Hacinamiento,1007,Huila
Mujer,Rural,41,Mayor,Venezolana,0,259.88768,259.88768,1,Sin internet,4179,Huila
Mujer,Rural,41,Mayor,Venezolana,65.577652,0,65.577652,0,Sin empleo,7312,Huila
Mujer,Rural,41,Mayor,Venezolana,65.577652,194.31003,259.88768,0.747669262352105,Sin paredes duraderas,6849,Huila
Mujer,Rural,41,Mayor,Venezolana,65.577652,194.31003,259.88768,0.747669262352105,Sin suministro continuo de agua,2584,Huila
Mujer,Rural,41,Mayor,Venezolana,194.31003,65.577652,259.88768,0.252330745343527,Sin alcantarillado,3111,Huila
Mujer,Rural,41,Mayor,Venezolana,194.31003,65.577652,259.88768,0.252330745343527,Sin combustible adecuado para cocinar,473,Huila
Mujer,Rural,41,Mayor,Venezolana,194.31003,65.577652,259.88768,0.252330745343527,Sin recogida de basuras,1541,Huila
Mujer,Rural,41,Mayor,Venezolana,194.31003,65.577652,259.88768,0.252330745343527,Sin refrigerador,4713,Huila
Mujer,Rural,41,Mayor,Venezolana,259.88768,0,259.88768,0,Sin acueducto,2075,Huila
Mujer,Rural,41,Mayor,Venezolana,259.88768,0,259.88768,0,Sin electricidad,5781,Huila
Mujer,Rural,41,Mayor,Venezolana,259.88768,0,259.88768,0,Sin espacio exclusivo para la cocina,3645,Huila
Mujer,Rural,41,Mayor,Venezolana,259.88768,0,259.88768,0,Sin pisos duraderos,6315,Huila
Mujer,Rural,41,Mayor,Venezolana,259.88768,0,259.88768,0,Sin sanitario,5247,Huila
Mujer,Rural,41,Menor,Colombiana,1415.564,0,1415.564,0,Sin empleo,7309,Huila
Mujer,Rural,41,Menor,Colombiana,3994.633,59823.69,63818.33,0.937406071265105,Sin internet,4175,Huila
Mujer,Rural,41,Menor,Colombiana,8535.568,55282.76,63818.33,0.866252062691079,Sin alcantarillado,3107,Huila
Mujer,Rural,41,Menor,Colombiana,11166.89,52651.44,63818.33,0.825020648456329,Sin recogida de basuras,1537,Huila
Mujer,Rural,41,Menor,Colombiana,21035.59,42782.74,63818.33,0.670383258226907,Sin combustible adecuado para cocinar,469,Huila
Mujer,Rural,41,Menor,Colombiana,33366.68,10144.15,43510.83,0.233140806553219,Sin suministro continuo de agua,2580,Huila
Mujer,Rural,41,Menor,Colombiana,38841.13,24977.2,63818.33,0.391379718021452,Sin paredes duraderas,6845,Huila
Mujer,Rural,41,Menor,Colombiana,39308.63,24509.7,63818.33,0.384054236455263,Hacinamiento,1003,Huila
Mujer,Rural,41,Menor,Colombiana,43510.83,20307.5,63818.33,0.318207950599773,Sin acueducto,2071,Huila
Mujer,Rural,41,Menor,Colombiana,45391.97,18426.36,63818.33,0.288731466335769,Sin refrigerador,4709,Huila
Mujer,Rural,41,Menor,Colombiana,52275.498,11542.83,63818.33,0.180870135586437,Sin sanitario,5243,Huila
Mujer,Rural,41,Menor,Colombiana,55324.52,8493.81,63818.33,0.133093579853938,Sin pisos duraderos,6311,Huila
Mujer,Rural,41,Menor,Colombiana,56774.711,7043.616,63818.33,0.110369795010305,Sin espacio exclusivo para la cocina,3641,Huila
Mujer,Rural,41,Menor,Colombiana,61729.28,2089.051,63818.33,0.0327343413718284,Sin electricidad,5777,Huila
Mujer,Rural,41,Menor,Venezolana,0,645.20831,645.20831,1,Sin internet,4176,Huila
Mujer,Rural,41,Menor,Venezolana,123.01002,522.198288,645.20831,0.809348360686799,Hacinamiento,1004,Huila
Mujer,Rural,41,Menor,Venezolana,194.31003,450.89828,645.20831,0.698841402089195,Sin alcantarillado,3108,Huila
Mujer,Rural,41,Menor,Venezolana,194.31003,450.89828,645.20831,0.698841402089195,Sin combustible adecuado para cocinar,470,Huila
Mujer,Rural,41,Menor,Venezolana,317.32005,327.88826,645.20831,0.508189765875768,Sin recogida de basuras,1538,Huila
Mujer,Rural,41,Menor,Venezolana,317.32005,327.88826,645.20831,0.508189765875768,Sin refrigerador,4710,Huila
Mujer,Rural,41,Menor,Venezolana,450.89828,194.31003,645.20831,0.301158597910805,Sin paredes duraderas,6846,Huila
Mujer,Rural,41,Menor,Venezolana,450.89828,194.31003,645.20831,0.301158597910805,Sin suministro continuo de agua,2581,Huila
Mujer,Rural,41,Menor,Venezolana,522.198288,123.01002,645.20831,0.190651636213427,Sin pisos duraderos,6312,Huila
Mujer,Rural,41,Menor,Venezolana,645.20831,0,645.20831,0,Sin acueducto,2072,Huila
Mujer,Rural,41,Menor,Venezolana,645.20831,0,645.20831,0,Sin electricidad,5778,Huila
Mujer,Rural,41,Menor,Venezolana,645.20831,0,645.20831,0,Sin espacio exclusivo para la cocina,3642,Huila
Mujer,Rural,41,Menor,Venezolana,645.20831,0,645.20831,0,Sin sanitario,5244,Huila
Mujer,Rural,44,Mayor,Colombiana,784.49259,23239.48,24023.97,0.967345530318261,Sin suministro continuo de agua,2587,La Guajira
Mujer,Rural,44,Mayor,Colombiana,1551.673,86985.54,88537.21,0.982474374333684,Sin internet,4183,La Guajira
Mujer,Rural,44,Mayor,Colombiana,10362.33,78174.88,88537.21,0.88296073481421,Sin alcantarillado,3115,La Guajira
Mujer,Rural,44,Mayor,Colombiana,20704.36,67832.85,88537.21,0.766150751757368,Sin recogida de basuras,1545,La Guajira
Mujer,Rural,44,Mayor,Colombiana,24023.97,64513.24,88537.21,0.728656798649969,Sin acueducto,2079,La Guajira
Mujer,Rural,44,Mayor,Colombiana,27190.57,61346.64,88537.21,0.692891045471164,Sin refrigerador,4717,La Guajira
Mujer,Rural,44,Mayor,Colombiana,28168,60369.21,88537.21,0.681851280382564,Sin combustible adecuado para cocinar,477,La Guajira
Mujer,Rural,44,Mayor,Colombiana,30143.67,58393.55,88537.21,0.659536820733339,Sin espacio exclusivo para la cocina,3649,La Guajira
Mujer,Rural,44,Mayor,Colombiana,34227.31,54309.91,88537.21,0.613413388562843,Hacinamiento,1011,La Guajira
Mujer,Rural,44,Mayor,Colombiana,34553.06,53984.15,88537.21,0.609734031600951,Sin sanitario,5251,La Guajira
Mujer,Rural,44,Mayor,Colombiana,42273.2,46264.014,88537.21,0.522537518406103,Sin paredes duraderas,6853,La Guajira
Mujer,Rural,44,Mayor,Colombiana,44181.431,44355.78,88537.21,0.500984614265573,Sin pisos duraderos,6319,La Guajira
Mujer,Rural,44,Mayor,Colombiana,53601.97,34935.24,88537.21,0.394582571553813,Sin electricidad,5785,La Guajira
Mujer,Rural,44,Mayor,Colombiana,56161.26,2357.08,58518.34,0.0402793380673478,Sin empleo,7316,La Guajira
Mujer,Rural,44,Mayor,Retornada,0,305.13097,305.13097,1,Sin suministro continuo de agua,2588,La Guajira
Mujer,Rural,44,Mayor,Retornada,57.600639,4957.764,5015.364,0.988515290216224,Sin internet,4184,La Guajira
Mujer,Rural,44,Mayor,Retornada,125.33031,4890.034,5015.364,0.975010786854155,Sin recogida de basuras,1546,La Guajira
Mujer,Rural,44,Mayor,Retornada,264.5697,4750.795,5015.364,0.947248295437779,Sin alcantarillado,3116,La Guajira
Mujer,Rural,44,Mayor,Retornada,305.13097,4710.233,5015.364,0.939160746857058,Sin acueducto,2080,La Guajira
Mujer,Rural,44,Mayor,Retornada,322.17034,4693.194,5015.364,0.93576338626668,Sin refrigerador,4718,La Guajira
Mujer,Rural,44,Mayor,Retornada,538.08538,4477.279,5015.364,0.892712672499942,Sin espacio exclusivo para la cocina,3650,La Guajira
Mujer,Rural,44,Mayor,Retornada,575.378746,4439.986,5015.364,0.885276921076915,Sin combustible adecuado para cocinar,478,La Guajira
Mujer,Rural,44,Mayor,Retornada,678.1584,4337.206,5015.364,0.864783892056489,Hacinamiento,1012,La Guajira
Mujer,Rural,44,Mayor,Retornada,781.44495,4233.9195,5015.364,0.844189873357148,Sin sanitario,5252,La Guajira
Mujer,Rural,44,Mayor,Retornada,1156.915,3858.45,5015.364,0.769326015021043,Sin paredes duraderas,6854,La Guajira
Mujer,Rural,44,Mayor,Retornada,1337.985,3677.379,5015.364,0.7332227531242,Sin pisos duraderos,6320,La Guajira
Mujer,Rural,44,Mayor,Retornada,2359.087,2656.2771,5015.364,0.529627979145681,Sin electricidad,5786,La Guajira
Mujer,Rural,44,Mayor,Retornada,3741.436,101.01687,3842.453,0.0262896826584476,Sin empleo,7317,La Guajira
Mujer,Rural,44,Mayor,Venezolana,132.41693,1319.007,1451.424,0.90876752761426,Sin suministro continuo de agua,2589,La Guajira
Mujer,Rural,44,Mayor,Venezolana,205.77676,10613.78,10819.56,0.980980742285269,Sin internet,4185,La Guajira
Mujer,Rural,44,Mayor,Venezolana,970.83937,9848.7212,10819.56,0.910270029465154,Sin alcantarillado,3117,La Guajira
Mujer,Rural,44,Mayor,Venezolana,1400.961,9418.6,10819.56,0.870515991408154,Sin refrigerador,4719,La Guajira
Mujer,Rural,44,Mayor,Venezolana,1451.424,9368.137,10819.56,0.865851938526151,Sin acueducto,2081,La Guajira
Mujer,Rural,44,Mayor,Venezolana,2283.5298,8536.031,10819.56,0.78894437481746,Sin espacio exclusivo para la cocina,3651,La Guajira
Mujer,Rural,44,Mayor,Venezolana,2760.978,8058.583,10819.56,0.744816147791592,Sin recogida de basuras,1547,La Guajira
Mujer,Rural,44,Mayor,Venezolana,2893.139,7926.4217,10819.56,0.732601113169112,Sin combustible adecuado para cocinar,479,La Guajira
Mujer,Rural,44,Mayor,Venezolana,3844.169,6975.392,10819.56,0.64470200266924,Sin sanitario,5253,La Guajira
Mujer,Rural,44,Mayor,Venezolana,4884.025,5935.535,10819.56,0.548593011176055,Hacinamiento,1013,La Guajira
Mujer,Rural,44,Mayor,Venezolana,5065.122,348.72239,5413.844,0.0644130843075641,Sin empleo,7318,La Guajira
Mujer,Rural,44,Mayor,Venezolana,5850.24,4969.32,10819.56,0.459290396282289,Sin pisos duraderos,6321,La Guajira
Mujer,Rural,44,Mayor,Venezolana,6355.284,4464.277,10819.56,0.412611695854545,Sin paredes duraderas,6855,La Guajira
Mujer,Rural,44,Mayor,Venezolana,6916.0624,3903.498,10819.56,0.360781584463694,Sin electricidad,5787,La Guajira
Mujer,Rural,44,Menor,Colombiana,496.99001,79299.22,79796.21,0.993771759335437,Sin internet,4180,La Guajira
Mujer,Rural,44,Menor,Colombiana,913.87424,14928.66,15842.53,0.942315400381126,Sin suministro continuo de agua,2585,La Guajira
Mujer,Rural,44,Menor,Colombiana,5078.068,74718.14,79796.21,0.936362015188441,Sin alcantarillado,3112,La Guajira
Mujer,Rural,44,Menor,Colombiana,6616.509,255.06122,6871.57,0.0371183324917013,Sin empleo,7313,La Guajira
Mujer,Rural,44,Menor,Colombiana,13933.473,65862.73,79796.21,0.825386694430725,Hacinamiento,1008,La Guajira
Mujer,Rural,44,Menor,Colombiana,14519.78,65276.42,79796.21,0.81803910235837,Sin recogida de basuras,1542,La Guajira
Mujer,Rural,44,Menor,Colombiana,15842.53,63953.67,79796.21,0.801462500537306,Sin acueducto,2076,La Guajira
Mujer,Rural,44,Menor,Colombiana,18143.83,61652.38,79796.21,0.77262291028609,Sin refrigerador,4714,La Guajira
Mujer,Rural,44,Menor,Colombiana,20507.9,59288.31,79796.21,0.742996565877001,Sin combustible adecuado para cocinar,474,La Guajira
Mujer,Rural,44,Menor,Colombiana,22667.49,57128.72,79796.21,0.71593274918696,Sin espacio exclusivo para la cocina,3646,La Guajira
Mujer,Rural,44,Menor,Colombiana,24009.14,55787.07,79796.21,0.699119294011583,Sin sanitario,5248,La Guajira
Mujer,Rural,44,Menor,Colombiana,32799.4,46996.81,79796.21,0.588960428070456,Sin paredes duraderas,6850,La Guajira
Mujer,Rural,44,Menor,Colombiana,34111.95,45684.26,79796.21,0.57251165186918,Sin pisos duraderos,6316,La Guajira
Mujer,Rural,44,Menor,Colombiana,42114.35,37681.85,79796.21,0.472226061864342,Sin electricidad,5782,La Guajira
Mujer,Rural,44,Menor,Retornada,0,1625.401,1625.401,1,Hacinamiento,1009,La Guajira
Mujer,Rural,44,Menor,Retornada,0,1625.401,1625.401,1,Sin acueducto,2077,La Guajira
Mujer,Rural,44,Menor,Retornada,0,1625.401,1625.401,1,Sin internet,4181,La Guajira
Mujer,Rural,44,Menor,Retornada,124.21758,1501.184,1625.401,0.923577627920741,Sin alcantarillado,3113,La Guajira
Mujer,Rural,44,Menor,Retornada,124.21758,1501.184,1625.401,0.923577627920741,Sin combustible adecuado para cocinar,475,La Guajira
Mujer,Rural,44,Menor,Retornada,124.21758,1501.184,1625.401,0.923577627920741,Sin recogida de basuras,1543,La Guajira
Mujer,Rural,44,Menor,Retornada,124.21758,1501.184,1625.401,0.923577627920741,Sin refrigerador,4715,La Guajira
Mujer,Rural,44,Menor,Retornada,124.21758,1501.184,1625.401,0.923577627920741,Sin sanitario,5249,La Guajira
Mujer,Rural,44,Menor,Retornada,172.6841,0,172.6841,0,Sin empleo,7314,La Guajira
Mujer,Rural,44,Menor,Retornada,172.6841,1452.717,1625.401,0.893759140052209,Sin paredes duraderas,6851,La Guajira
Mujer,Rural,44,Menor,Retornada,172.6841,1452.717,1625.401,0.893759140052209,Sin pisos duraderos,6317,La Guajira
Mujer,Rural,44,Menor,Retornada,204.39817,1421.003,1625.401,0.874247647195984,Sin espacio exclusivo para la cocina,3647,La Guajira
Mujer,Rural,44,Menor,Retornada,1298.775,326.62648,1625.401,0.200951322166038,Sin electricidad,5783,La Guajira
Mujer,Rural,44,Menor,Venezolana,0,981.58573,981.58573,1,Sin suministro continuo de agua,2586,La Guajira
Mujer,Rural,44,Menor,Venezolana,178.35909,10226.21,10404.57,0.982857532795685,Sin internet,4182,La Guajira
Mujer,Rural,44,Menor,Venezolana,596.798317,9807.767,10404.57,0.942640301329127,Sin alcantarillado,3114,La Guajira
Mujer,Rural,44,Menor,Venezolana,836.69688,0,836.69688,0,Sin empleo,7315,La Guajira
Mujer,Rural,44,Menor,Venezolana,981.58573,9422.98,10404.57,0.905657802292646,Sin acueducto,2078,La Guajira
Mujer,Rural,44,Menor,Venezolana,1291.669,9112.897,10404.57,0.875855225155869,Sin combustible adecuado para cocinar,476,La Guajira
Mujer,Rural,44,Menor,Venezolana,1324.478,9080.088,10404.57,0.872701899261574,Sin refrigerador,4716,La Guajira
Mujer,Rural,44,Menor,Venezolana,1632.3,8772.266,10404.57,0.843116630480645,Sin espacio exclusivo para la cocina,3648,La Guajira
Mujer,Rural,44,Menor,Venezolana,1828.491,8576.074,10404.57,0.824260301002348,Hacinamiento,1010,La Guajira
Mujer,Rural,44,Menor,Venezolana,1882.6743,8521.8914,10404.57,0.819052723947266,Sin recogida de basuras,1544,La Guajira
Mujer,Rural,44,Menor,Venezolana,2148.947,8255.619,10404.57,0.79346085422079,Sin sanitario,5250,La Guajira
Mujer,Rural,44,Menor,Venezolana,3551.491,6853.075,10404.57,0.658660088787908,Sin pisos duraderos,6318,La Guajira
Mujer,Rural,44,Menor,Venezolana,4541.001,5863.565,10404.57,0.563556687109607,Sin paredes duraderas,6852,La Guajira
Mujer,Rural,44,Menor,Venezolana,5528.6885,4875.8772,10404.57,0.468628420011591,Sin electricidad,5784,La Guajira
Mujer,Rural,47,Mayor,Colombiana,1880.96,91680.28,93561.24,0.979895948364943,Sin internet,4189,Magdalena
Mujer,Rural,47,Mayor,Colombiana,3582.903,50544.99,54127.89,0.933806767638642,Sin suministro continuo de agua,2593,Magdalena
Mujer,Rural,47,Mayor,Colombiana,6129.017,87432.23,93561.24,0.934491996899571,Sin alcantarillado,3121,Magdalena
Mujer,Rural,47,Mayor,Colombiana,33746.3,3854.294,37600.59,0.102506210673822,Sin empleo,7320,Magdalena
Mujer,Rural,47,Mayor,Colombiana,37269.46,56291.79,93561.24,0.601657160593425,Sin espacio exclusivo para la cocina,3655,Magdalena
Mujer,Rural,47,Mayor,Colombiana,40845.08,52716.16,93561.24,0.563440159621655,Sin recogida de basuras,1551,Magdalena
Mujer,Rural,47,Mayor,Colombiana,45855.1,47706.14,93561.24,0.509892130544657,Hacinamiento,1017,Magdalena
Mujer,Rural,47,Mayor,Colombiana,54127.89,39433.35,93561.24,0.421471006583495,Sin acueducto,2085,Magdalena
Mujer,Rural,47,Mayor,Colombiana,54815.44,38745.81,93561.24,0.414122450707152,Sin refrigerador,4723,Magdalena
Mujer,Rural,47,Mayor,Colombiana,55465.65,38095.59,93561.24,0.407172777958052,Sin combustible adecuado para cocinar,483,Magdalena
Mujer,Rural,47,Mayor,Colombiana,67872.1,25689.143,93561.24,0.274570356271465,Sin sanitario,5257,Magdalena
Mujer,Rural,47,Mayor,Colombiana,68107.23,25454.01,93561.24,0.272057210870655,Sin pisos duraderos,6325,Magdalena
Mujer,Rural,47,Mayor,Colombiana,82150.28,11410.96,93561.24,0.121962470783842,Sin paredes duraderas,6859,Magdalena
Mujer,Rural,47,Mayor,Colombiana,86660.903,6900.339,93561.24,0.0737521114512805,Sin electricidad,5791,Magdalena
Mujer,Rural,47,Mayor,Retornada,0,366.246521,366.246521,1,Sin suministro continuo de agua,2594,Magdalena
Mujer,Rural,47,Mayor,Retornada,0,639.84097,639.84097,1,Sin alcantarillado,3122,Magdalena
Mujer,Rural,47,Mayor,Retornada,0,639.84097,639.84097,1,Sin internet,4190,Magdalena
Mujer,Rural,47,Mayor,Retornada,140.82561,0,140.82561,0,Sin empleo,7321,Magdalena
Mujer,Rural,47,Mayor,Retornada,264.70754,375.13343,639.84097,0.586291668693863,Sin espacio exclusivo para la cocina,3656,Magdalena
Mujer,Rural,47,Mayor,Retornada,303.70222,336.13874,639.84097,0.525347321850928,Sin combustible adecuado para cocinar,484,Magdalena
Mujer,Rural,47,Mayor,Retornada,366.246521,273.59445,639.84097,0.427597579442279,Sin acueducto,2086,Magdalena
Mujer,Rural,47,Mayor,Retornada,464.01112,175.82985,639.84097,0.274802424733758,Sin recogida de basuras,1552,Magdalena
Mujer,Rural,47,Mayor,Retornada,464.01112,175.82985,639.84097,0.274802424733758,Sin refrigerador,4724,Magdalena
Mujer,Rural,47,Mayor,Retornada,536.41031,103.43066,639.84097,0.161650573891822,Sin sanitario,5258,Magdalena
Mujer,Rural,47,Mayor,Retornada,567.44178,72.399193,639.84097,0.113151855530602,Hacinamiento,1018,Magdalena
Mujer,Rural,47,Mayor,Retornada,639.84097,0,639.84097,0,Sin electricidad,5792,Magdalena
Mujer,Rural,47,Mayor,Retornada,639.84097,0,639.84097,0,Sin paredes duraderas,6860,Magdalena
Mujer,Rural,47,Mayor,Retornada,639.84097,0,639.84097,0,Sin pisos duraderos,6326,Magdalena
Mujer,Rural,47,Mayor,Venezolana,0,3435.721,3435.721,1,Sin alcantarillado,3123,Magdalena
Mujer,Rural,47,Mayor,Venezolana,0,3435.721,3435.721,1,Sin internet,4191,Magdalena
Mujer,Rural,47,Mayor,Venezolana,183.71888,1283.377,1467.096,0.874773702607055,Sin suministro continuo de agua,2595,Magdalena
Mujer,Rural,47,Mayor,Venezolana,589.94488,132.137558,722.08244,0.18299511341115,Sin empleo,7322,Magdalena
