DataProyectoMineria_Sexo,DataProyectoMineria_Zona,DataProyectoMineria_Departamento,DataProyectoMineria_Etario,DataProyectoMineria_Grupo,DataProyectoMineria_No_carente,DataProyectoMineria_Valor,DataProyectoMineria_Total,DataProyectoMineria_Proporción,DataProyectoMineria_Variable,DataProyectoMineria_ID,DataProyectoMineria_Nombre_dpto
Hombre,Rural,23,Mayor,Venezolana,892.94952,0,892.94952,0,Sin electricidad,5501,Córdoba
Hombre,Rural,23,Mayor,Venezolana,892.94952,0,892.94952,0,Sin paredes duraderas,6569,Córdoba
Hombre,Rural,23,Mayor,Venezolana,892.94952,0,892.94952,0,Sin sanitario,4967,Córdoba
Hombre,Rural,23,Menor,Colombiana,110.52389,110836.9,110947.4,0.999004032541547,Sin alcantarillado,2827,Córdoba
Hombre,Rural,23,Menor,Colombiana,2221.102,108726.3,110947.4,0.979980603421081,Sin internet,3895,Córdoba
Hombre,Rural,23,Menor,Colombiana,2719.964,53612.25,56332.21,0.951715723562062,Sin suministro continuo de agua,2314,Córdoba
Hombre,Rural,23,Menor,Colombiana,4974.82,341.38223,5316.202,0.064215436132788,Sin empleo,7076,Córdoba
Hombre,Rural,23,Menor,Colombiana,5852.162,105095.3,110947.4,0.947253383134711,Sin recogida de basuras,1257,Córdoba
Hombre,Rural,23,Menor,Colombiana,24585.6,86361.85,110947.4,0.778403549790261,Sin combustible adecuado para cocinar,189,Córdoba
Hombre,Rural,23,Menor,Colombiana,41795.21,69152.24,110947.4,0.62328851329549,Hacinamiento,723,Córdoba
Hombre,Rural,23,Menor,Colombiana,42587.58,68359.86,110947.4,0.616146570356764,Sin pisos duraderos,6031,Córdoba
Hombre,Rural,23,Menor,Colombiana,56332.21,54615.233,110947.4,0.492262396414878,Sin acueducto,1791,Córdoba
Hombre,Rural,23,Menor,Colombiana,62881.44,48066.01,110947.4,0.43323241463973,Sin espacio exclusivo para la cocina,3361,Córdoba
Hombre,Rural,23,Menor,Colombiana,67002.03,43945.415,110947.4,0.396092337449999,Sin refrigerador,4429,Córdoba
Hombre,Rural,23,Menor,Colombiana,80148.8,30798.65,110947.4,0.277596861215315,Sin sanitario,4963,Córdoba
Hombre,Rural,23,Menor,Colombiana,83736.22,27211.23,110947.4,0.245262439678622,Sin paredes duraderas,6565,Córdoba
Hombre,Rural,23,Menor,Colombiana,106834,4113.463,110947.4,0.0370757944755803,Sin electricidad,5497,Córdoba
Hombre,Rural,23,Menor,Venezolana,0,2157.331,2157.331,1,Hacinamiento,724,Córdoba
Hombre,Rural,23,Menor,Venezolana,0,2157.331,2157.331,1,Sin alcantarillado,2828,Córdoba
Hombre,Rural,23,Menor,Venezolana,0,2157.331,2157.331,1,Sin internet,3896,Córdoba
Hombre,Rural,23,Menor,Venezolana,181.21945,0,181.21945,0,Sin empleo,7077,Córdoba
Hombre,Rural,23,Menor,Venezolana,339.65875,1817.672,2157.331,0.842555917473953,Sin espacio exclusivo para la cocina,3362,Córdoba
Hombre,Rural,23,Menor,Venezolana,517.03687,1640.294,2157.331,0.760334876752802,Sin recogida de basuras,1258,Córdoba
Hombre,Rural,23,Menor,Venezolana,702.09766,1455.233,2157.331,0.674552491017836,Sin combustible adecuado para cocinar,190,Córdoba
Hombre,Rural,23,Menor,Venezolana,702.09766,1455.233,2157.331,0.674552491017836,Sin pisos duraderos,6032,Córdoba
Hombre,Rural,23,Menor,Venezolana,743.16777,517.03687,1260.205,0.410279970322289,Sin suministro continuo de agua,2315,Córdoba
Hombre,Rural,23,Menor,Venezolana,863.53377,1293.797,2157.331,0.599721136904814,Sin refrigerador,4430,Córdoba
Hombre,Rural,23,Menor,Venezolana,1260.205,897.126297,2157.331,0.415850093008444,Sin acueducto,1792,Córdoba
Hombre,Rural,23,Menor,Venezolana,1814.4819,342.84903,2157.331,0.158922775410913,Sin paredes duraderas,6566,Córdoba
Hombre,Rural,23,Menor,Venezolana,1851.904,305.42679,2157.331,0.141576230073178,Sin sanitario,4964,Córdoba
Hombre,Rural,23,Menor,Venezolana,2157.331,0,2157.331,0,Sin electricidad,5498,Córdoba
Hombre,Rural,25,Mayor,Colombiana,39156.85,201697.3,240854.1,0.837425229630718,Sin alcantarillado,2835,Cundinamarca
Hombre,Rural,25,Mayor,Colombiana,42594.12,198260,240854.1,0.823153934269751,Sin internet,3903,Cundinamarca
Hombre,Rural,25,Mayor,Colombiana,92288.59,79824.79,172113.4,0.46379183724219,Sin suministro continuo de agua,2322,Cundinamarca
Hombre,Rural,25,Mayor,Colombiana,97628.39,143225.75,240854.1,0.594657720171672,Sin recogida de basuras,1265,Cundinamarca
Hombre,Rural,25,Mayor,Colombiana,172113.4,68740.76,240854.1,0.285404151309859,Sin acueducto,1799,Cundinamarca
Hombre,Rural,25,Mayor,Colombiana,177613.9,63240.22,240854.1,0.262566508105945,Hacinamiento,731,Cundinamarca
Hombre,Rural,25,Mayor,Colombiana,181362.2,59491.913,240854.1,0.247003945542135,Sin combustible adecuado para cocinar,197,Cundinamarca
Hombre,Rural,25,Mayor,Colombiana,194189.5,46664.65,240854.1,0.193746546145571,Sin refrigerador,4437,Cundinamarca
Hombre,Rural,25,Mayor,Colombiana,204254.6,12080.74,216335.4,0.055842640640413,Sin empleo,7082,Cundinamarca
Hombre,Rural,25,Mayor,Colombiana,214968.6,25885.56,240854.1,0.1074740268071,Sin espacio exclusivo para la cocina,3369,Cundinamarca
Hombre,Rural,25,Mayor,Colombiana,219777.7,21076.39,240854.1,0.0875068765696743,Sin paredes duraderas,6573,Cundinamarca
Hombre,Rural,25,Mayor,Colombiana,224747.1,16107.06,240854.1,0.066874759449808,Sin pisos duraderos,6039,Cundinamarca
Hombre,Rural,25,Mayor,Colombiana,230845.9,10008.23,240854.1,0.0415530813052383,Sin sanitario,4971,Cundinamarca
Hombre,Rural,25,Mayor,Colombiana,238798.83,2055.307,240854.1,0.00853341089065953,Sin electricidad,5505,Cundinamarca
Hombre,Rural,25,Mayor,Retornada,222.34775,699.2663,921.61404,0.758740936715764,Sin suministro continuo de agua,2323,Cundinamarca
Hombre,Rural,25,Mayor,Retornada,222.34775,765.88496,988.2327,0.775004672482503,Hacinamiento,732,Cundinamarca
Hombre,Rural,25,Mayor,Retornada,222.34775,765.88496,988.2327,0.775004672482503,Sin alcantarillado,2836,Cundinamarca
Hombre,Rural,25,Mayor,Retornada,222.34775,765.88496,988.2327,0.775004672482503,Sin internet,3904,Cundinamarca
Hombre,Rural,25,Mayor,Retornada,288.96641,699.2663,988.2327,0.707592756240509,Sin recogida de basuras,1266,Cundinamarca
Hombre,Rural,25,Mayor,Retornada,765.88496,222.34775,988.2327,0.224995337636571,Sin espacio exclusivo para la cocina,3370,Cundinamarca
Hombre,Rural,25,Mayor,Retornada,921.61404,66.61866,988.2327,0.0674119162419944,Sin acueducto,1800,Cundinamarca
Hombre,Rural,25,Mayor,Retornada,921.61404,66.61866,988.2327,0.0674119162419944,Sin combustible adecuado para cocinar,198,Cundinamarca
Hombre,Rural,25,Mayor,Retornada,988.2327,0,988.2327,0,Sin electricidad,5506,Cundinamarca
Hombre,Rural,25,Mayor,Retornada,988.2327,0,988.2327,0,Sin empleo,7083,Cundinamarca
Hombre,Rural,25,Mayor,Retornada,988.2327,0,988.2327,0,Sin paredes duraderas,6574,Cundinamarca
Hombre,Rural,25,Mayor,Retornada,988.2327,0,988.2327,0,Sin pisos duraderos,6040,Cundinamarca
Hombre,Rural,25,Mayor,Retornada,988.2327,0,988.2327,0,Sin refrigerador,4438,Cundinamarca
Hombre,Rural,25,Mayor,Retornada,988.2327,0,988.2327,0,Sin sanitario,4972,Cundinamarca
Hombre,Rural,25,Mayor,Venezolana,291.71046,3514.626,3806.336,0.923361994316844,Sin internet,3905,Cundinamarca
Hombre,Rural,25,Mayor,Venezolana,409.25293,3397.083,3806.336,0.892481115697616,Sin refrigerador,4439,Cundinamarca
Hombre,Rural,25,Mayor,Venezolana,1159.512,2646.824,3806.336,0.695373188283956,Sin espacio exclusivo para la cocina,3371,Cundinamarca
Hombre,Rural,25,Mayor,Venezolana,1780.43,2025.906,3806.336,0.532245708208629,Sin combustible adecuado para cocinar,199,Cundinamarca
Hombre,Rural,25,Mayor,Venezolana,1806.07,1421.3844,3227.455,0.440404095487001,Sin suministro continuo de agua,2324,Cundinamarca
Hombre,Rural,25,Mayor,Venezolana,2170.0957,1636.241,3806.336,0.42987298020984,Hacinamiento,733,Cundinamarca
Hombre,Rural,25,Mayor,Venezolana,2363.827,1442.509,3806.336,0.378975739398729,Sin alcantarillado,2837,Cundinamarca
Hombre,Rural,25,Mayor,Venezolana,2659.5778,1146.758,3806.336,0.301276082826109,Sin sanitario,4973,Cundinamarca
Hombre,Rural,25,Mayor,Venezolana,2660.659,1145.677,3806.336,0.300992082674782,Sin empleo,7084,Cundinamarca
Hombre,Rural,25,Mayor,Venezolana,3072.432,733.90392,3806.336,0.192811123348018,Sin recogida de basuras,1267,Cundinamarca
Hombre,Rural,25,Mayor,Venezolana,3227.455,578.88145,3806.336,0.152083644218482,Sin acueducto,1801,Cundinamarca
Hombre,Rural,25,Mayor,Venezolana,3806.336,0,3806.336,0,Sin electricidad,5507,Cundinamarca
Hombre,Rural,25,Mayor,Venezolana,3806.336,0,3806.336,0,Sin paredes duraderas,6575,Cundinamarca
Hombre,Rural,25,Mayor,Venezolana,3806.336,0,3806.336,0,Sin pisos duraderos,6041,Cundinamarca
Hombre,Rural,25,Menor,Colombiana,10593.43,1494.431,12087.87,0.123630631368471,Sin empleo,7081,Cundinamarca
Hombre,Rural,25,Menor,Colombiana,20475.67,110728.2,131203.9,0.84393985239768,Sin internet,3900,Cundinamarca
Hombre,Rural,25,Menor,Colombiana,20821.12,110382.8,131203.9,0.841307308700427,Sin alcantarillado,2832,Cundinamarca
Hombre,Rural,25,Menor,Colombiana,44199.52,43966.29,88165.81,0.498677321741841,Sin suministro continuo de agua,2319,Cundinamarca
Hombre,Rural,25,Menor,Colombiana,49298.53,81905.36,131203.9,0.624260102024406,Sin recogida de basuras,1262,Cundinamarca
Hombre,Rural,25,Menor,Colombiana,62163.55,69040.34,131203.9,0.5262064618506,Hacinamiento,728,Cundinamarca
Hombre,Rural,25,Menor,Colombiana,88165.81,43038.08,131203.9,0.328024395616289,Sin acueducto,1796,Cundinamarca
Hombre,Rural,25,Menor,Colombiana,101654,29549.9,131203.9,0.225221201503919,Sin combustible adecuado para cocinar,194,Cundinamarca
Hombre,Rural,25,Menor,Colombiana,107669.8,23534.05,131203.9,0.179370049213476,Sin refrigerador,4434,Cundinamarca
Hombre,Rural,25,Menor,Colombiana,119389.2,11814.66,131203.9,0.0900480854608743,Sin espacio exclusivo para la cocina,3366,Cundinamarca
Hombre,Rural,25,Menor,Colombiana,121013.8,10190.11,131203.9,0.0776662126659345,Sin paredes duraderas,6570,Cundinamarca
Hombre,Rural,25,Menor,Colombiana,121384.6,9819.284,131203.9,0.0748398789974993,Sin pisos duraderos,6036,Cundinamarca
Hombre,Rural,25,Menor,Colombiana,123032.7,8171.16,131203.9,0.0622783316654459,Sin sanitario,4968,Cundinamarca
Hombre,Rural,25,Menor,Colombiana,130544.1,659.83699,131203.9,0.00502909585766887,Sin electricidad,5502,Cundinamarca
Hombre,Rural,25,Menor,Retornada,0,2368.791,2368.791,1,Sin alcantarillado,2833,Cundinamarca
Hombre,Rural,25,Menor,Retornada,0,2368.791,2368.791,1,Sin internet,3901,Cundinamarca
Hombre,Rural,25,Menor,Retornada,0,2368.791,2368.791,1,Sin recogida de basuras,1263,Cundinamarca
Hombre,Rural,25,Menor,Retornada,270.99213,2097.799,2368.791,0.885599024987852,Hacinamiento,729,Cundinamarca
Hombre,Rural,25,Menor,Retornada,270.99213,2097.799,2368.791,0.885599024987852,Sin suministro continuo de agua,2320,Cundinamarca
Hombre,Rural,25,Menor,Retornada,2368.791,0,2368.791,0,Sin acueducto,1797,Cundinamarca
Hombre,Rural,25,Menor,Retornada,2368.791,0,2368.791,0,Sin combustible adecuado para cocinar,195,Cundinamarca
Hombre,Rural,25,Menor,Retornada,2368.791,0,2368.791,0,Sin electricidad,5503,Cundinamarca
Hombre,Rural,25,Menor,Retornada,2368.791,0,2368.791,0,Sin espacio exclusivo para la cocina,3367,Cundinamarca
Hombre,Rural,25,Menor,Retornada,2368.791,0,2368.791,0,Sin paredes duraderas,6571,Cundinamarca
Hombre,Rural,25,Menor,Retornada,2368.791,0,2368.791,0,Sin pisos duraderos,6037,Cundinamarca
Hombre,Rural,25,Menor,Retornada,2368.791,0,2368.791,0,Sin refrigerador,4435,Cundinamarca
Hombre,Rural,25,Menor,Retornada,2368.791,0,2368.791,0,Sin sanitario,4969,Cundinamarca
Hombre,Rural,25,Menor,Venezolana,213.64722,1614.533,1828.18,0.883136780842149,Sin internet,3902,Cundinamarca
Hombre,Rural,25,Menor,Venezolana,369.09618,1459.084,1828.18,0.798107407366889,Sin alcantarillado,2834,Cundinamarca
Hombre,Rural,25,Menor,Venezolana,541.98425,1286.196,1828.18,0.703539038825499,Hacinamiento,730,Cundinamarca
Hombre,Rural,25,Menor,Venezolana,586.9295,1241.251,1828.18,0.678954479318229,Sin recogida de basuras,1264,Cundinamarca
Hombre,Rural,25,Menor,Venezolana,911.08043,850.480957,1761.561,0.482799606144777,Sin suministro continuo de agua,2321,Cundinamarca
Hombre,Rural,25,Menor,Venezolana,1521.516,306.66362,1828.18,0.167742574582372,Sin espacio exclusivo para la cocina,3368,Cundinamarca
Hombre,Rural,25,Menor,Venezolana,1672.731,155.44896,1828.18,0.0850293515955759,Sin refrigerador,4436,Cundinamarca
Hombre,Rural,25,Menor,Venezolana,1676.965,151.21466,1828.18,0.0827132229867956,Sin sanitario,4970,Cundinamarca
Hombre,Rural,25,Menor,Venezolana,1761.561,66.61866,1828.18,0.0364398800993338,Sin acueducto,1798,Cundinamarca
Hombre,Rural,25,Menor,Venezolana,1761.561,66.61866,1828.18,0.0364398800993338,Sin combustible adecuado para cocinar,196,Cundinamarca
Hombre,Rural,25,Menor,Venezolana,1828.18,0,1828.18,0,Sin electricidad,5504,Cundinamarca
Hombre,Rural,25,Menor,Venezolana,1828.18,0,1828.18,0,Sin paredes duraderas,6572,Cundinamarca
Hombre,Rural,25,Menor,Venezolana,1828.18,0,1828.18,0,Sin pisos duraderos,6038,Cundinamarca
Hombre,Rural,27,Mayor,Colombiana,2602.59,117850,120452.6,0.97839316046312,Sin internet,3908,Chocó
Hombre,Rural,27,Mayor,Colombiana,11452.615,109000,120452.6,0.904920275693509,Sin alcantarillado,2840,Chocó
Hombre,Rural,27,Mayor,Colombiana,22472.03,16077.16,38549.19,0.417055715048747,Sin suministro continuo de agua,2327,Chocó
Hombre,Rural,27,Mayor,Colombiana,28785.13,91667.47,120452.6,0.761025249766298,Sin recogida de basuras,1270,Chocó
Hombre,Rural,27,Mayor,Colombiana,38549.19,81903.411,120452.6,0.679963828095035,Sin acueducto,1804,Chocó
Hombre,Rural,27,Mayor,Colombiana,41369.5,79083.097,120452.6,0.656549522384739,Sin sanitario,4976,Chocó
Hombre,Rural,27,Mayor,Colombiana,64793.38,55659.219,120452.6,0.462083998186839,Sin combustible adecuado para cocinar,202,Chocó
Hombre,Rural,27,Mayor,Colombiana,65319.33,55133.27,120452.6,0.457717558608116,Sin refrigerador,4442,Chocó
Hombre,Rural,27,Mayor,Colombiana,79037.57,41415.03,120452.6,0.34382844371977,Sin espacio exclusivo para la cocina,3374,Chocó
Hombre,Rural,27,Mayor,Colombiana,80634.56,39818.04,120452.6,0.330570199397937,Hacinamiento,736,Chocó
Hombre,Rural,27,Mayor,Colombiana,89497.39,3701.774,93199.16,0.0397189631322857,Sin empleo,7086,Chocó
Hombre,Rural,27,Mayor,Colombiana,107574.8,12877.79,120452.6,0.106911681441496,Sin electricidad,5510,Chocó
Hombre,Rural,27,Mayor,Colombiana,114275.5,6177.104,120452.6,0.0512824463730961,Sin pisos duraderos,6044,Chocó
Hombre,Rural,27,Mayor,Colombiana,114387.3,6065.33,120452.6,0.0503544962914873,Sin paredes duraderas,6578,Chocó
Hombre,Rural,27,Mayor,Venezolana,0,381.36868,381.36868,1,Sin alcantarillado,2841,Chocó
Hombre,Rural,27,Mayor,Venezolana,0,381.36868,381.36868,1,Sin internet,3909,Chocó
Hombre,Rural,27,Mayor,Venezolana,0,381.36868,381.36868,1,Sin refrigerador,4443,Chocó
Hombre,Rural,27,Mayor,Venezolana,123.88158,0,123.88158,0,Sin suministro continuo de agua,2328,Chocó
Hombre,Rural,27,Mayor,Venezolana,123.88158,257.48709,381.36868,0.675165800191038,Sin acueducto,1805,Chocó
Hombre,Rural,27,Mayor,Venezolana,123.88158,257.48709,381.36868,0.675165800191038,Sin recogida de basuras,1271,Chocó
Hombre,Rural,27,Mayor,Venezolana,257.48709,123.88158,381.36868,0.324834173587616,Hacinamiento,737,Chocó
Hombre,Rural,27,Mayor,Venezolana,257.48709,123.88158,381.36868,0.324834173587616,Sin combustible adecuado para cocinar,203,Chocó
Hombre,Rural,27,Mayor,Venezolana,257.48709,123.88158,381.36868,0.324834173587616,Sin espacio exclusivo para la cocina,3375,Chocó
Hombre,Rural,27,Mayor,Venezolana,381.36868,0,381.36868,0,Sin electricidad,5511,Chocó
Hombre,Rural,27,Mayor,Venezolana,381.36868,0,381.36868,0,Sin empleo,7087,Chocó
Hombre,Rural,27,Mayor,Venezolana,381.36868,0,381.36868,0,Sin paredes duraderas,6579,Chocó
Hombre,Rural,27,Mayor,Venezolana,381.36868,0,381.36868,0,Sin pisos duraderos,6045,Chocó
Hombre,Rural,27,Mayor,Venezolana,381.36868,0,381.36868,0,Sin sanitario,4977,Chocó
Hombre,Rural,27,Menor,Colombiana,1553.3001,117590.1,119143.4,0.986962769234385,Sin internet,3906,Chocó
Hombre,Rural,27,Menor,Colombiana,1745.952,149.009079,1894.962,0.0786343362030479,Sin empleo,7085,Chocó
Hombre,Rural,27,Menor,Colombiana,5449.989,113693.4,119143.4,0.95425680314646,Sin alcantarillado,2838,Chocó
Hombre,Rural,27,Menor,Colombiana,22905.39,12181.34,35086.73,0.347177978683109,Sin suministro continuo de agua,2325,Chocó
Hombre,Rural,27,Menor,Colombiana,23077.93,96065.49,119143.4,0.806301398147107,Sin recogida de basuras,1268,Chocó
Hombre,Rural,27,Menor,Colombiana,31238.63,87904.78,119143.4,0.737806542368272,Sin sanitario,4974,Chocó
Hombre,Rural,27,Menor,Colombiana,35086.73,84056.68,119143.4,0.705508488090822,Sin acueducto,1802,Chocó
Hombre,Rural,27,Menor,Colombiana,53174.348,65969.07,119143.4,0.553694707386225,Sin combustible adecuado para cocinar,200,Chocó
Hombre,Rural,27,Menor,Colombiana,53753.56,65389.855,119143.4,0.54883321275035,Hacinamiento,734,Chocó
Hombre,Rural,27,Menor,Colombiana,59982.32,59161.1,119143.4,0.496553732728796,Sin refrigerador,4440,Chocó
Hombre,Rural,27,Menor,Colombiana,70858.23,48285.19,119143.4,0.405269532345057,Sin espacio exclusivo para la cocina,3372,Chocó
Hombre,Rural,27,Menor,Colombiana,103966.1,15177.27,119143.4,0.127386577854921,Sin electricidad,5508,Chocó
Hombre,Rural,27,Menor,Colombiana,112647,6496.403,119143.4,0.0545259158291605,Sin pisos duraderos,6042,Chocó
Hombre,Rural,27,Menor,Colombiana,115550.2,3593.17,119143.4,0.0301583637868317,Sin paredes duraderas,6576,Chocó
Hombre,Rural,27,Menor,Venezolana,0,505.25026,505.25026,1,Sin alcantarillado,2839,Chocó
Hombre,Rural,27,Menor,Venezolana,0,505.25026,505.25026,1,Sin internet,3907,Chocó
Hombre,Rural,27,Menor,Venezolana,0,505.25026,505.25026,1,Sin refrigerador,4441,Chocó
Hombre,Rural,27,Menor,Venezolana,247.76317,0,247.76317,0,Sin suministro continuo de agua,2326,Chocó
Hombre,Rural,27,Menor,Venezolana,247.76317,257.48709,505.25026,0.509622874810594,Sin acueducto,1803,Chocó
Hombre,Rural,27,Menor,Venezolana,247.76317,257.48709,505.25026,0.509622874810594,Sin recogida de basuras,1269,Chocó
Hombre,Rural,27,Menor,Venezolana,257.48709,247.76317,505.25026,0.490377125189406,Hacinamiento,735,Chocó
Hombre,Rural,27,Menor,Venezolana,257.48709,247.76317,505.25026,0.490377125189406,Sin combustible adecuado para cocinar,201,Chocó
Hombre,Rural,27,Menor,Venezolana,257.48709,247.76317,505.25026,0.490377125189406,Sin espacio exclusivo para la cocina,3373,Chocó
Hombre,Rural,27,Menor,Venezolana,505.25026,0,505.25026,0,Sin electricidad,5509,Chocó
Hombre,Rural,27,Menor,Venezolana,505.25026,0,505.25026,0,Sin paredes duraderas,6577,Chocó
Hombre,Rural,27,Menor,Venezolana,505.25026,0,505.25026,0,Sin pisos duraderos,6043,Chocó
Hombre,Rural,27,Menor,Venezolana,505.25026,0,505.25026,0,Sin sanitario,4975,Chocó
Hombre,Rural,41,Mayor,Colombiana,9920.167,112724,122644.2,0.919113989899237,Sin internet,3912,Huila
Hombre,Rural,41,Mayor,Colombiana,21330.37,101313.8,122644.2,0.826079015558828,Sin alcantarillado,2844,Huila
Hombre,Rural,41,Mayor,Colombiana,26746.3,95897.86,122644.2,0.781919242817842,Sin recogida de basuras,1274,Huila
Hombre,Rural,41,Mayor,Colombiana,46148.196,76495.96,122644.2,0.623722605716373,Sin combustible adecuado para cocinar,206,Huila
Hombre,Rural,41,Mayor,Colombiana,63075.61,21478.21,84553.82,0.25401820994013,Sin suministro continuo de agua,2331,Huila
Hombre,Rural,41,Mayor,Colombiana,73653.45,48990.71,122644.2,0.399453948902598,Sin paredes duraderas,6582,Huila
Hombre,Rural,41,Mayor,Colombiana,84553.82,38090.35,122644.2,0.310576040285639,Sin acueducto,1808,Huila
Hombre,Rural,41,Mayor,Colombiana,95202.79,27441.37,122644.2,0.223747800548253,Sin refrigerador,4446,Huila
Hombre,Rural,41,Mayor,Colombiana,96644.89,25999.271,122644.2,0.211989405124743,Hacinamiento,740,Huila
Hombre,Rural,41,Mayor,Colombiana,104793.1,17851.05,122644.2,0.145551522208144,Sin sanitario,4980,Huila
Hombre,Rural,41,Mayor,Colombiana,110529.24,12114.92,122644.2,0.0987810267423979,Sin pisos duraderos,6048,Huila
Hombre,Rural,41,Mayor,Colombiana,112321.53,10322.631,122644.2,0.0841672985758805,Sin espacio exclusivo para la cocina,3378,Huila
Hombre,Rural,41,Mayor,Colombiana,112782.44,2366.362,115148.8,0.0205504703479324,Sin empleo,7089,Huila
Hombre,Rural,41,Mayor,Colombiana,120202.6,2441.5199,122644.2,0.019907340909721,Sin electricidad,5514,Huila
Hombre,Rural,41,Mayor,Retornada,0,65.577652,65.577652,1,Hacinamiento,741,Huila
Hombre,Rural,41,Mayor,Retornada,0,65.577652,65.577652,1,Sin alcantarillado,2845,Huila
Hombre,Rural,41,Mayor,Retornada,0,65.577652,65.577652,1,Sin combustible adecuado para cocinar,207,Huila
Hombre,Rural,41,Mayor,Retornada,0,65.577652,65.577652,1,Sin internet,3913,Huila
Hombre,Rural,41,Mayor,Retornada,0,65.577652,65.577652,1,Sin recogida de basuras,1275,Huila
Hombre,Rural,41,Mayor,Retornada,0,65.577652,65.577652,1,Sin refrigerador,4447,Huila
Hombre,Rural,41,Mayor,Retornada,65.577652,0,65.577652,0,Sin acueducto,1809,Huila
Hombre,Rural,41,Mayor,Retornada,65.577652,0,65.577652,0,Sin electricidad,5515,Huila
Hombre,Rural,41,Mayor,Retornada,65.577652,0,65.577652,0,Sin empleo,7090,Huila
Hombre,Rural,41,Mayor,Retornada,65.577652,0,65.577652,0,Sin espacio exclusivo para la cocina,3379,Huila
Hombre,Rural,41,Mayor,Retornada,65.577652,0,65.577652,0,Sin paredes duraderas,6583,Huila
Hombre,Rural,41,Mayor,Retornada,65.577652,0,65.577652,0,Sin pisos duraderos,6049,Huila
Hombre,Rural,41,Mayor,Retornada,65.577652,0,65.577652,0,Sin sanitario,4981,Huila
Hombre,Rural,41,Mayor,Retornada,65.577652,0,65.577652,0,Sin suministro continuo de agua,2332,Huila
Hombre,Rural,41,Mayor,Venezolana,0,132.159729,132.159729,1,Sin espacio exclusivo para la cocina,3380,Huila
Hombre,Rural,41,Mayor,Venezolana,0,132.159729,132.159729,1,Sin internet,3914,Huila
Hombre,Rural,41,Mayor,Venezolana,0,132.159729,132.159729,1,Sin refrigerador,4448,Huila
Hombre,Rural,41,Mayor,Venezolana,132.159729,0,132.159729,0,Hacinamiento,742,Huila
Hombre,Rural,41,Mayor,Venezolana,132.159729,0,132.159729,0,Sin acueducto,1810,Huila
Hombre,Rural,41,Mayor,Venezolana,132.159729,0,132.159729,0,Sin alcantarillado,2846,Huila
Hombre,Rural,41,Mayor,Venezolana,132.159729,0,132.159729,0,Sin combustible adecuado para cocinar,208,Huila
Hombre,Rural,41,Mayor,Venezolana,132.159729,0,132.159729,0,Sin electricidad,5516,Huila
Hombre,Rural,41,Mayor,Venezolana,132.159729,0,132.159729,0,Sin empleo,7091,Huila
Hombre,Rural,41,Mayor,Venezolana,132.159729,0,132.159729,0,Sin paredes duraderas,6584,Huila
Hombre,Rural,41,Mayor,Venezolana,132.159729,0,132.159729,0,Sin pisos duraderos,6050,Huila
Hombre,Rural,41,Mayor,Venezolana,132.159729,0,132.159729,0,Sin recogida de basuras,1276,Huila
Hombre,Rural,41,Mayor,Venezolana,132.159729,0,132.159729,0,Sin sanitario,4982,Huila
Hombre,Rural,41,Mayor,Venezolana,132.159729,0,132.159729,0,Sin suministro continuo de agua,2333,Huila
Hombre,Rural,41,Menor,Colombiana,4929.904,62732.01,67661.91,0.927139213185085,Sin internet,3910,Huila
Hombre,Rural,41,Menor,Colombiana,10253.109,148.64296,10401.75,0.014290187708799,Sin empleo,7088,Huila
Hombre,Rural,41,Menor,Colombiana,11041.85,56620.07,67661.91,0.836808626892147,Sin alcantarillado,2842,Huila
Hombre,Rural,41,Menor,Colombiana,15570.04,52091.87,67661.91,0.769884710614879,Sin recogida de basuras,1272,Huila
Hombre,Rural,41,Menor,Colombiana,25609.38,42052.54,67661.91,0.621509797757704,Sin combustible adecuado para cocinar,204,Huila
Hombre,Rural,41,Menor,Colombiana,36709.652,9667.077,46376.73,0.208446714548438,Sin suministro continuo de agua,2329,Huila
Hombre,Rural,41,Menor,Colombiana,40312.28,27349.63,67661.91,0.40421013831859,Sin paredes duraderas,6580,Huila
Hombre,Rural,41,Menor,Colombiana,42428.52,25233.4,67661.91,0.372933604741575,Hacinamiento,738,Huila
Hombre,Rural,41,Menor,Colombiana,46376.73,21285.19,67661.91,0.314581571817881,Sin acueducto,1806,Huila
Hombre,Rural,41,Menor,Colombiana,52385.58,15276.34,67661.91,0.22577459016454,Sin refrigerador,4444,Huila
Hombre,Rural,41,Menor,Colombiana,56656.6,11005.314,67661.91,0.162651542056676,Sin sanitario,4978,Huila
Hombre,Rural,41,Menor,Colombiana,60400.97,7260.948,67661.91,0.107312193817762,Sin pisos duraderos,6046,Huila
Hombre,Rural,41,Menor,Colombiana,60637.44,7024.4711,67661.91,0.103817215623975,Sin espacio exclusivo para la cocina,3376,Huila
Hombre,Rural,41,Menor,Colombiana,65980.8,1681.1158,67661.91,0.0248458224132307,Sin electricidad,5512,Huila
Hombre,Rural,41,Menor,Venezolana,0,65.577652,65.577652,1,Hacinamiento,739,Huila
Hombre,Rural,41,Menor,Venezolana,0,65.577652,65.577652,1,Sin alcantarillado,2843,Huila
Hombre,Rural,41,Menor,Venezolana,0,65.577652,65.577652,1,Sin combustible adecuado para cocinar,205,Huila
Hombre,Rural,41,Menor,Venezolana,0,65.577652,65.577652,1,Sin internet,3911,Huila
Hombre,Rural,41,Menor,Venezolana,0,65.577652,65.577652,1,Sin recogida de basuras,1273,Huila
